0,0,33045
1,0,33045
2,0,40570
3,0,40570
4,0,40570
5,0,40570
6,0,40570
7,0,40570
8,0,40742
9,0,39195
10,0,39195
0,1,48544
1,1,48526
2,1,48526
3,1,48109
4,1,48109
5,1,48109
6,1,47940
7,1,47940
8,1,48116
9,1,48116
10,1,48074
0,2,48074
1,2,48074
2,2,48051
3,2,48051
4,2,48051
5,2,48051
6,2,47616
7,2,47616
8,2,47616
9,2,47834
10,2,47834
0,3,47834
1,3,48075
2,3,48075
3,3,48075
4,3,47887
5,3,48075
6,3,48075
7,3,48075
8,3,47874
9,3,48087
10,3,48087
0,4,48087
1,4,48217
2,4,48217
3,4,48217
4,4,48217
5,4,48217
6,4,48217
7,4,48217
8,4,48217
9,4,48217
10,4,48217
0,5,47460
1,5,47460
2,5,47460
3,5,47460
4,5,47231
5,5,47231
6,5,46984
7,5,46984
8,5,47381
9,5,47381
10,5,47381
0,6,47381
1,6,47381
2,6,47417
3,6,47417
4,6,47417
5,6,47417
6,6,47385
7,6,47385
8,6,47385
9,6,47726
10,6,47726
0,7,48205
1,7,48205
2,7,48205
3,7,48205
4,7,48742
5,7,48742
6,7,48742
7,7,48742
8,7,48500
9,7,49043
10,7,48987
0,8,48987
1,8,48987
2,8,48599
3,8,48599
4,8,48599
5,8,49026
6,8,49195
7,8,49195
8,8,49195
9,8,49195
10,8,49482
0,9,49041
1,9,49041
2,9,49328
3,9,49328
4,9,49328
5,9,49328
6,9,49328
7,9,49328
8,9,49328
9,9,49328
10,9,49328
0,10,49328
1,10,49224
2,10,49224
3,10,49224
4,10,49224
5,10,49224
6,10,49224
7,10,49224
8,10,49573
9,10,49573
10,10,49573
