0,0,49056
1,0,52094
2,0,52094
3,0,52263
4,0,52189
5,0,49481
6,0,49481
7,0,49481
8,0,49481
9,0,49481
10,0,49481
11,0,49481
12,0,49481
13,0,49481
14,0,49481
15,0,49481
16,0,49481
17,0,49481
18,0,49481
19,0,49481
20,0,49481
21,0,49481
22,0,49481
23,0,49481
24,0,49481
25,0,49481
26,0,49481
27,0,49443
28,0,49443
29,0,49443
30,0,49443
31,0,49443
32,0,49443
33,0,49443
34,0,49443
35,0,49443
36,0,49443
37,0,49443
38,0,49443
39,0,49443
40,0,49443
41,0,49443
42,0,49443
43,0,49443
44,0,49443
45,0,49443
46,0,49443
47,0,49443
48,0,49443
49,0,49443
50,0,49443
0,1,49443
1,1,57951
2,1,58152
3,1,58152
4,1,58014
5,1,58014
6,1,58014
7,1,58014
8,1,57953
9,1,57953
10,1,58276
11,1,58276
12,1,58276
13,1,58276
14,1,58276
15,1,58192
16,1,58192
17,1,58632
18,1,58012
19,1,58292
20,1,58292
21,1,58474
22,1,58474
23,1,58474
24,1,58342
25,1,58342
26,1,58641
27,1,58641
28,1,58641
29,1,58847
30,1,58847
31,1,57948
32,1,57948
33,1,57948
34,1,57948
35,1,57948
36,1,57948
37,1,57948
38,1,57948
39,1,55180
40,1,55180
41,1,55180
42,1,55180
43,1,55180
44,1,55180
45,1,55180
46,1,55282
47,1,55282
48,1,55282
49,1,55282
50,1,55282
0,2,55555
1,2,55555
2,2,55555
3,2,55555
4,2,55555
5,2,55555
6,2,55555
7,2,55555
8,2,55872
9,2,56549
10,2,56317
11,2,56317
12,2,56317
13,2,56317
14,2,56317
15,2,56317
16,2,56317
17,2,56427
18,2,56427
19,2,56427
20,2,56427
21,2,56427
22,2,56427
23,2,56427
24,2,53872
25,2,53872
26,2,53872
27,2,53872
28,2,53872
29,2,53872
30,2,53872
31,2,53872
32,2,53872
33,2,53872
34,2,53423
35,2,53545
36,2,53545
37,2,53545
38,2,53515
39,2,53515
40,2,53481
41,2,53481
42,2,53526
43,2,53526
44,2,53526
45,2,53526
46,2,53722
47,2,53722
48,2,53722
49,2,53722
50,2,53722
0,3,53722
1,3,56512
2,3,56512
3,3,56512
4,3,56512
5,3,56512
6,3,56512
7,3,56512
8,3,56512
9,3,57360
10,3,57360
11,3,57360
12,3,57360
13,3,57360
14,3,57360
15,3,57360
16,3,57360
17,3,57360
18,3,57360
19,3,57360
20,3,57360
21,3,57360
22,3,57360
23,3,57360
24,3,57877
25,3,57877
26,3,57877
27,3,57877
28,3,57877
29,3,57877
30,3,57877
31,3,57877
32,3,57877
33,3,57877
34,3,53445
35,3,53445
36,3,53382
37,3,53382
38,3,53382
39,3,53382
40,3,53382
41,3,53382
42,3,53382
43,3,53382
44,3,53382
45,3,53382
46,3,53382
47,3,53382
48,3,53382
49,3,53382
50,3,53382
0,4,56019
1,4,56295
2,4,56295
3,4,56295
4,4,56935
5,4,56935
6,4,56935
7,4,56935
8,4,56935
9,4,56935
10,4,56935
11,4,56935
12,4,57244
13,4,57244
14,4,57561
15,4,57561
16,4,58402
17,4,57921
18,4,57921
19,4,57921
20,4,57921
21,4,58017
22,4,58361
23,4,58271
24,4,58271
25,4,58187
26,4,58187
27,4,58187
28,4,58089
29,4,57955
30,4,57955
31,4,57955
32,4,57955
33,4,57955
34,4,57955
35,4,57955
36,4,57955
37,4,57955
38,4,57955
39,4,57955
40,4,57955
41,4,57955
42,4,57955
43,4,57955
44,4,57955
45,4,57955
46,4,57955
47,4,58212
48,4,58212
49,4,58212
50,4,58212
0,5,58069
1,5,58555
2,5,58555
3,5,58261
4,5,58261
5,5,56029
6,5,56029
7,5,56029
8,5,56029
9,5,56029
10,5,56029
11,5,56029
12,5,56029
13,5,56029
14,5,56029
15,5,56029
16,5,56029
17,5,56029
18,5,56029
19,5,56029
20,5,56029
21,5,56029
22,5,56029
23,5,56029
24,5,56029
25,5,56045
26,5,56045
27,5,56045
28,5,56045
29,5,56045
30,5,56509
31,5,56509
32,5,56509
33,5,56509
34,5,57437
35,5,57671
36,5,57671
37,5,57671
38,5,57671
39,5,57671
40,5,58500
41,5,58500
42,5,58289
43,5,58289
44,5,58157
45,5,58157
46,5,58157
47,5,58012
48,5,58012
49,5,58012
50,5,58012
0,6,57703
1,6,57946
2,6,57946
3,6,57946
4,6,57946
5,6,57946
6,6,58330
7,6,58330
8,6,58330
9,6,58330
10,6,58330
11,6,54207
12,6,54207
13,6,54207
14,6,54207
15,6,54207
16,6,54207
17,6,54207
18,6,54207
19,6,54207
20,6,54207
21,6,54207
22,6,54207
23,6,54207
24,6,54207
25,6,54207
26,6,54064
27,6,54064
28,6,54064
29,6,54029
30,6,54029
31,6,56269
32,6,56269
33,6,56269
34,6,56269
35,6,56269
36,6,56269
37,6,56269
38,6,56269
39,6,56269
40,6,56825
41,6,56825
42,6,56825
43,6,56825
44,6,56825
45,6,56825
46,6,57113
47,6,57113
48,6,58914
49,6,53402
50,6,53402
0,7,57279
1,7,57279
2,7,57279
3,7,57924
4,7,58227
5,7,58227
6,7,57790
7,7,57790
8,7,57790
9,7,57790
10,7,57790
11,7,58217
12,7,57522
13,7,57522
14,7,57522
15,7,57522
16,7,57522
17,7,57522
18,7,57522
19,7,57522
20,7,57522
21,7,58160
22,7,58160
23,7,58160
24,7,58160
25,7,58160
26,7,58160
27,7,58160
28,7,58430
29,7,57541
30,7,57541
31,7,57541
32,7,57541
33,7,57293
34,7,57293
35,7,57293
36,7,57293
37,7,57293
38,7,57293
39,7,57293
40,7,57293
41,7,57293
42,7,57293
43,7,57293
44,7,57293
45,7,57293
46,7,53197
47,7,53197
48,7,53197
49,7,53197
50,7,53197
0,8,53197
1,8,57707
2,8,57707
3,8,57707
4,8,57707
5,8,57707
6,8,57707
7,8,57707
8,8,57707
9,8,57707
10,8,57707
11,8,57707
12,8,57707
